Date,Revenue,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,IsWeekend,IsMonthStart,IsMonthEnd,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,Day_sin,Day_cos,Revenue_Lag_7,Revenue_Lag_14,Revenue_Lag_30,Revenue_RollingMean_7,Revenue_RollingMean_14,Revenue_RollingMean_30,Revenue_RollingStd_7,Revenue_RollingStd_14,Revenue_RollingStd_30,Revenue_RollingMin_7,Revenue_RollingMax_7,Revenue_RollingMin_30,Revenue_RollingMax_30,Revenue_EMA_7,Revenue_EMA_30,IsHoliday,IsPreHoliday,IsPostHoliday,IsMajorHoliday,TransactionCount,UniqueCustomers,UniqueEmployees,TotalRevenue,AvgTransactionValue,StdTransactionValue,TotalDiscount,TotalFOC,AvgRevenuePerCustomer,AvgRevenuePerEmployee,DiscountRate,FOCRate,ServiceDiversity,UniqueServices,Weekend_x_Month,Holiday_x_Weekend,TransactionCount_x_AvgValue,UniqueCustomers_x_UniqueEmployees,ServiceDiversity_x_TransactionCount,DiscountRate_x_IsWeekend,MonthEnd_x_Revenue
2021-10-19,11816.0,2021,10,19,1,4,42,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911,1360.0,,,5919.428571428572,4560.363636363636,4560.363636363636,5327.893606831342,4693.437615921347,4693.437615921347,380.0,14488.0,380.0,14488.0,5858.687606811523,2934.621756695801,1,0,0,0,2.0,2.0,1.0,380.0,190.0,0.0,380.0,0.0,126.66666666666667,190.0,0.49934296977660975,0.0,1.0,2.0,0,0,380.0,2.0,2.0,0.0,0.0
2021-10-20,0.0,2021,10,20,2,4,42,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627,760.0,,,5810.857142857143,4180.333333333333,4180.333333333333,5456.740768033957,4664.638801827549,4664.638801827549,0.0,14488.0,0.0,14488.0,4394.015705108643,2745.2913207799434,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2021-10-21,720.0,2021,10,21,3,4,42,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423,14488.0,,,3844.0,3914.153846153846,3914.153846153846,4127.154952264332,4568.006892985055,4568.006892985055,0.0,11816.0,0.0,14488.0,3475.511778831482,2614.6273646005925,0,0,1,0,1.0,1.0,1.0,360.0,360.0,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0,0,360.0,1.0,0.0,0.0,0.0
2021-10-22,5300.0,2021,10,22,4,4,42,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,4780.0,,,3918.285714285714,4013.1428571428573,4013.1428571428573,4151.41862155921,4404.40015748487,4404.40015748487,0.0,11816.0,0.0,14488.0,3931.6338341236115,2787.8772120457156,0,0,1,0,1.0,1.0,1.0,1450.0,1450.0,0.0,1450.0,0.0,725.0,725.0,0.49982764563943466,0.0,0.0,1.0,0,0,1450.0,1.0,0.0,0.0,0.0
2021-10-25,4176.0,2021,10,25,0,4,43,0,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,4800.0,760.0,,3829.1428571428573,4257.142857142857,4024.0,4136.0011052775535,4303.788221432957,4244.394488195999,0.0,11816.0,0.0,14488.0,3992.7253755927086,2877.4335209459923,0,0,1,0,5.0,5.0,3.0,1336.0,267.2,86.30874810817267,2184.0,0.0,222.66666666666666,334.0,0.6202783300198808,0.0,1.9219280948873625,4.0,0,0,1336.0,15.0,9.609640474436812,0.0,0.0
2021-10-26,47416.0,2021,10,26,1,4,43,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.848644257494751,0.5289640103269624,380.0,1160.0,,10548.57142857143,7561.142857142857,6736.0,16705.7949911315,12219.336950771245,11597.111548427336,0.0,47416.0,0.0,47416.0,14848.544031694531,5750.889422820444,0,0,1,0,2.0,1.0,1.0,288.0,144.0,203.64675298172568,1012.0,0.0,144.0,144.0,0.7778631821675634,0.0,0.0,1.0,0,0,288.0,1.0,0.0,0.0,0.0
2021-10-29,4972.0,2021,10,29,4,4,43,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,-0.3943558551133187,0.9189578116202306,4412.0,5448.0,,10628.57142857143,7527.142857142857,6632.235294117647,16672.81898637363,12226.329236259206,11237.002489150587,0.0,47416.0,0.0,47416.0,12379.408023770899,5700.6384923159,0,1,0,0,2.0,2.0,2.0,1190.0,595.0,502.04581464244876,1190.0,0.0,396.6666666666667,396.6666666666667,0.499790004199916,0.0,1.0,2.0,0,0,1190.0,4.0,2.0,0.0,4972.0
2021-10-30,4456.0,2021,10,30,5,4,43,1,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-0.20129852008866114,0.9795299412524943,11816.0,1360.0,,9577.142857142857,7748.285714285715,6511.333333333333,16816.903672877987,12133.850472817905,10913.55468052027,0.0,47416.0,0.0,47416.0,10398.556017828174,5620.339234747133,0,1,0,0,2.0,2.0,2.0,730.0,365.0,289.9137802864845,570.0,0.0,243.33333333333334,243.33333333333334,0.43812451960030746,0.0,0.0,1.0,10,0,730.0,4.0,0.0,0.43812451960030746,4456.0
2021-10-31,28888.0,2021,10,31,6,4,43,1,0,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.0,760.0,,13704.0,9757.42857142857,7689.0526315789475,17601.232835609368,13172.034675573304,11783.128868917647,720.0,47416.0,0.0,47416.0,15020.91701337113,7121.478638956995,0,1,0,0,4.0,4.0,3.0,1604.0,401.0,207.1360261599448,1952.0,0.0,320.8,401.0,0.5487770593196514,0.0,2.0,4.0,10,0,1604.0,12.0,8.0,0.5487770593196514,28888.0
2021-11-02,580.0,2021,11,2,1,4,44,0,1,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.39435585511331855,0.9189578116202306,720.0,14488.0,,13684.0,8764.0,7333.6,17618.516320432132,13311.541412219352,11578.496322698249,580.0,47416.0,0.0,47416.0,11410.687760028348,6699.447759024286,0,1,0,0,1.0,1.0,1.0,290.0,290.0,0.0,290.0,0.0,145.0,145.0,0.4991394148020654,0.0,0.0,1.0,0,0,290.0,1.0,0.0,0.0,0.0
2021-11-03,280.0,2021,11,3,2,4,44,0,1,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.5712682150947923,0.8207634412072763,5300.0,4780.0,,12966.857142857143,8442.57142857143,6997.714285714285,18111.913238055695,13468.545474059669,11389.806921729873,280.0,47416.0,0.0,47416.0,8628.01582002126,6285.289839087235,0,1,0,0,1.0,1.0,1.0,140.0,140.0,0.0,340.0,0.0,70.0,70.0,0.7068607068607069,0.0,0.0,1.0,0,0,140.0,1.0,0.0,0.0,0.0
2021-11-04,760.0,2021,11,4,3,4,44,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.7247927872291199,0.6889669190756866,4176.0,4800.0,,12478.857142857143,8154.0,6714.181818181818,18431.44772238082,13595.276532678548,11194.58738105316,280.0,47416.0,0.0,47416.0,6661.011865015946,5928.819526888059,1,0,0,1,1.0,1.0,1.0,380.0,380.0,0.0,0.0,0.0,190.0,190.0,0.0,0.0,0.0,1.0,0,0,380.0,1.0,0.0,0.0,0.0
2021-11-05,180.0,2021,11,5,4,4,44,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8486442574947509,0.5289640103269624,47416.0,380.0,,5730.857142857143,8139.714285714285,6430.086956521739,10410.08324380056,13604.175871505675,11021.742404377745,180.0,28888.0,0.0,47416.0,5040.758898761959,5557.927944508185,0,0,1,0,2.0,2.0,1.0,390.0,195.0,148.49242404917499,90.0,0.0,130.0,195.0,0.18711018711018712,0.0,1.0,2.0,0,0,390.0,2.0,2.0,0.0,0.0
2021-11-06,576.0,2021,11,6,5,4,44,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.9377521321470804,0.3473052528448203,4972.0,4412.0,,5102.857142857143,7865.714285714285,6186.166666666667,10594.456088423032,13723.140677918234,10845.508241410025,180.0,28888.0,0.0,47416.0,3924.569174071469,5236.513238410883,0,0,1,0,2.0,2.0,2.0,288.0,144.0,203.64675298172568,0.0,0.0,96.0,96.0,0.0,0.0,1.0,2.0,11,0,288.0,4.0,2.0,0.0,0.0
2021-11-07,9548.0,2021,11,7,6,4,44,1,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0.9884683243281114,0.1514277775045767,4456.0,11816.0,,5830.285714285715,7703.714285714285,6320.64,10716.745490341831,13686.258079540232,10638.424800693005,180.0,28888.0,0.0,47416.0,5330.426880553602,5514.673674642439,0,0,1,0,6.0,4.0,3.0,1734.0,289.0,57.9068217052188,512.0,0.0,346.8,433.5,0.22785936804628393,0.0,2.584962500721156,6.0,11,0,1734.0,12.0,15.509775004326936,0.22785936804628393,0.0
2021-11-08,3254.0,2021,11,8,0,4,45,0,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9987165071710528,-0.05064916883871264,28888.0,0.0,,2168.285714285714,7936.142857142857,6202.692307692308,3420.505699175972,13572.52315898186,10440.820947681197,180.0,9548.0,0.0,47416.0,4811.320160415202,5368.823760149379,0,0,1,0,4.0,3.0,2.0,487.0,121.75,45.50000000000001,190.0,0.0,121.75,162.33333333333334,0.28023598820059,0.0,0.8112781244591328,2.0,0,0,487.0,6.0,3.2451124978365313,0.0,0.0
2021-11-09,734.0,2021,11,9,1,4,45,0,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.9680771188662043,-0.2506525322587204,580.0,720.0,,2190.285714285714,7937.142857142857,6000.148148148148,3409.063689357432,13571.951091849707,10292.019864938316,180.0,9548.0,0.0,47416.0,3791.9901203114014,5069.802872397807,0,0,1,0,3.0,3.0,2.0,367.0,122.33333333333333,135.51506681300546,380.0,0.0,91.75,122.33333333333333,0.5080213903743316,0.0,1.0,2.0,0,0,367.0,6.0,3.0,0.0,0.0
2021-11-10,8000.0,2021,11,10,2,4,45,0,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.8978045395707416,-0.4403941515576344,280.0,5300.0,,3293.1428571428573,8130.0,6071.571428571428,3901.2780567642876,13550.761681685875,10106.697571883897,180.0,9548.0,0.0,47416.0,4843.992590233551,5258.847848372142,0,0,1,0,1.0,1.0,1.0,4000.0,4000.0,0.0,4000.0,0.0,2000.0,2000.0,0.4999375078115236,0.0,0.0,1.0,0,0,4000.0,1.0,0.0,0.0,0.0
2021-11-11,4960.0,2021,11,11,3,4,45,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,760.0,4176.0,,3893.1428571428573,8186.0,6033.241379310345,3767.435530462404,13534.77494911079,9926.726282599677,180.0,9548.0,0.0,47416.0,4872.994442675163,5239.5673420255525,0,0,1,0,12.0,12.0,4.0,2071.0,172.58333333333334,95.4562806480093,190.0,0.0,159.30769230769232,414.2,0.08399646330680813,0.0,1.896240625180289,5.0,0,0,2071.0,48.0,22.75488750216347,0.0,0.0
2021-11-12,2592.0,2021,11,12,4,4,45,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.7587581226927909,180.0,47416.0,,4237.714285714285,4984.285714285715,5918.533333333334,3469.7708720839137,7494.911211344275,9774.287972068327,576.0,9548.0,0.0,47416.0,4302.745832006372,5068.756545765839,0,0,0,0,4.0,2.0,2.0,1619.0,404.75,496.13665792131644,0.0,0.0,539.6666666666666,539.6666666666666,0.0,0.0,0.0,1.0,0,0,1619.0,4.0,0.0,0.0,0.0
2021-11-13,6216.0,2021,11,13,5,4,45,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.48530196253108104,-0.8743466161445821,576.0,4972.0,760.0,5043.428571428572,5073.142857142857,6100.4,3114.404536833273,7502.125102592272,9725.63305483203,734.0,9548.0,0.0,47416.0,4781.059374004779,5142.772252490624,0,0,0,0,5.0,5.0,3.0,509.0,101.8,87.29948453456068,240.0,0.0,84.83333333333333,127.25,0.32,0.0,1.584962500721156,3.0,11,0,509.0,15.0,7.92481250360578,0.32,0.0
2021-11-14,12770.0,2021,11,14,6,4,45,1,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0.29936312297335804,-0.9541392564000488,9548.0,4456.0,1160.0,5503.714285714285,5667.0,6487.4,4002.5574205452644,7773.662981751022,9753.219014501194,734.0,12770.0,0.0,47416.0,6778.294530503585,5634.851462007358,0,0,0,0,8.0,7.0,5.0,9297.0,1162.125,2775.333361572469,1000.0,0.0,1162.125,1549.5,0.09710623422023694,0.0,1.7924812503605778,4.0,11,0,9297.0,35.0,14.339850002884623,0.09710623422023694,0.0
2021-11-16,0.0,2021,11,16,1,4,46,0,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-0.10116832198743204,-0.9948693233918952,3254.0,28888.0,5448.0,5038.857142857143,3603.5714285714284,6305.8,4469.149935150666,4103.27817753048,9823.704271495204,0.0,12770.0,0.0,47416.0,5083.720897877689,5271.312658006884,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2021-11-17,576.0,2021,11,17,2,4,46,0,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-0.2993631229733582,-0.9541392564000488,734.0,580.0,1360.0,5016.285714285715,3603.285714285714,6279.666666666667,4494.840364769584,4103.505038914374,9838.346834543983,0.0,12770.0,0.0,47416.0,3956.7906734082667,4968.389260716117,0,0,0,0,1.0,1.0,1.0,288.0,288.0,0.0,0.0,0.0,144.0,144.0,0.0,0.0,0.0,1.0,0,0,288.0,1.0,0.0,0.0,0.0
2021-11-19,198.0,2021,11,19,4,4,46,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,-0.651372482722222,-0.7587581226927911,8000.0,280.0,760.0,3901.714285714286,3597.4285714285716,6260.933333333333,4597.807075635294,4108.6686916302315,9849.74777528753,0.0,12770.0,0.0,47416.0,3017.0930050562,4660.622211637658,0,0,0,0,1.0,1.0,1.0,99.0,99.0,0.0,0.0,0.0,49.5,49.5,0.0,0.0,0.0,1.0,0,0,99.0,1.0,0.0,0.0,0.0
2021-11-20,2275.2,2021,11,20,5,4,46,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627,4960.0,760.0,14488.0,3518.171428571429,3705.657142857143,5853.84,4606.785278880964,4047.680807899434,9749.86843531394,0.0,12770.0,0.0,47416.0,2831.61975379215,4506.724004435229,0,0,0,0,3.0,2.0,3.0,770.0,256.6666666666667,149.77761292440647,90.0,0.0,256.6666666666667,192.5,0.10452961672473868,0.0,1.584962500721156,3.0,11,0,770.0,6.0,4.754887502163468,0.10452961672473868,0.0
2021-11-21,1160.0,2021,11,21,6,4,46,1,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423,2592.0,180.0,4780.0,3313.6,3775.657142857143,5733.173333333334,4685.884056041799,3990.0826191011133,9785.951029389491,0.0,12770.0,0.0,47416.0,2413.714815344112,4290.806326729731,0,0,0,0,6.0,4.0,3.0,1140.0,190.0,121.98360545581525,280.0,0.0,228.0,285.0,0.19704433497536947,0.0,1.5219280948873626,3.0,11,0,1140.0,12.0,9.131568569324175,0.19704433497536947,0.0
2021-11-22,756.0,2021,11,22,0,4,47,0,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.9680771188662041,-0.2506525322587213,6216.0,576.0,4800.0,2533.6,3788.5142857142855,5598.373333333334,4575.362432274273,3979.2546667506963,9827.015191523662,0.0,12770.0,0.0,47416.0,1999.286111508084,4062.754305650394,0,0,0,0,2.0,2.0,1.0,99.0,49.5,70.0035713374682,0.0,0.0,33.0,49.5,0.0,0.0,0.0,1.0,0,0,99.0,2.0,0.0,0.0,0.0
2021-11-23,0.0,2021,11,23,1,4,47,0,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-0.9987165071710528,-0.05064916883871355,12770.0,9548.0,380.0,709.3142857142857,3106.5142857142855,5585.706666666667,810.6338824825123,3726.3872887736884,9834.215692056236,0.0,2275.2,0.0,47416.0,1499.464583631063,3800.6411246406915,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2021-11-24,5198.0,2021,11,24,2,4,47,0,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-0.9884683243281114,0.15142777750457667,0.0,3254.0,4412.0,1451.8857142857144,3245.371428571428,5611.906666666667,1813.2866177456149,3768.2900744601366,9832.027689242084,0.0,5198.0,0.0,47416.0,2424.098437723297,3890.793310147744,0,0,0,0,2.0,2.0,2.0,99.0,49.5,70.0035713374682,0.0,0.0,33.0,33.0,0.0,0.0,0.0,1.0,0,0,99.0,4.0,0.0,0.0,0.0
2021-11-25,1436.0,2021,11,25,3,4,47,0,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-0.9377521321470804,0.3473052528448203,576.0,734.0,11816.0,1574.7428571428572,3295.5142857142855,5265.906666666667,1772.7318643430642,3736.841213739668,9788.716636636687,0.0,5198.0,0.0,47416.0,2177.073828292473,3732.419548202728,0,0,0,0,2.0,2.0,1.0,660.0,330.0,70.71067811865476,0.0,0.0,220.0,330.0,0.0,0.0,1.0,2.0,0,0,660.0,2.0,2.0,0.0,0.0
2021-11-27,9117.6,2021,11,27,5,4,47,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,-0.72479278722912,0.6889669190756865,198.0,8000.0,0.0,2848.9714285714285,3375.342857142857,5569.826666666666,3227.2055350898195,3855.1369241799807,9761.085609314563,0.0,9117.6,0.0,47416.0,3912.2053712193547,4079.850545092875,0,0,0,0,6.0,5.0,4.0,1654.8,275.8,454.26010170385865,137.2,0.0,275.8,330.96,0.07651979921918571,0.0,1.0,2.0,11,0,1654.8000000000002,20.0,6.0,0.07651979921918571,0.0
2021-11-28,5972.0,2021,11,28,6,4,47,1,0,1,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.5712682150947924,0.8207634412072763,2275.2,4960.0,720.0,3377.085714285714,3447.628571428572,5744.8933333333325,3414.696040854683,3896.4025426674734,9718.106901035513,0.0,9117.6,0.0,47416.0,4427.154028414516,4201.92470347398,0,0,0,0,6.0,6.0,3.0,3079.0,513.1666666666666,872.3027952876607,140.0,0.0,439.85714285714283,769.75,0.043478260869565216,0.0,2.3219280948873626,5.0,11,0,3079.0,18.0,13.931568569324176,0.043478260869565216,5972.0
2021-11-29,752.0,2021,11,29,0,4,48,0,0,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.3943558551133187,0.9189578116202306,1160.0,2592.0,5300.0,3318.7999999999997,3316.2000000000003,5593.293333333333,3462.001340265494,3958.0285558887554,9760.667069167275,0.0,9117.6,0.0,47416.0,3508.365521310887,3979.3489161530783,0,0,0,0,6.0,6.0,3.0,759.0,126.5,165.28006534364633,0.0,0.0,108.42857142857143,189.75,0.0,0.0,2.0,4.0,0,0,759.0,18.0,12.0,0.0,752.0
2021-11-30,4160.0,2021,11,30,1,4,48,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-0.20129852008866114,0.9795299412524943,756.0,6216.0,4176.0,3805.085714285714,3169.342857142857,5592.759999999999,3276.1022752800795,3879.5230749141406,9760.747618822283,0.0,9117.6,0.0,47416.0,3671.274140983165,3991.003824788364,0,0,0,0,2.0,2.0,1.0,1140.0,570.0,806.1017305526642,0.0,0.0,380.0,570.0,0.0,0.0,0.0,1.0,0,0,1140.0,2.0,0.0,0.0,4160.0
2021-12-01,376.0,2021,12,1,2,4,48,0,1,0,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945,0.0,12770.0,47416.0,3858.7999999999997,2284.057142857143,4024.76,3205.64168511289,2777.893589841695,5774.9939216925795,376.0,9117.6,0.0,28888.0,2847.455605737374,3757.7777715762118,0,0,0,0,2.0,2.0,1.0,288.0,144.0,203.64675298172568,0.0,0.0,96.0,144.0,0.0,0.0,0.0,1.0,0,0,288.0,2.0,0.0,0.0,0.0
